Reciepe Name,Ingredients
राइस इडली रेसिपी (Rice idli   Recipe)  ," 1 ½ कप (एक बार उबला हुआ, सेला चावल)  चावल,एक कप (छिलका उतरी)  उड़द दाल ,2 टी स्पून नमक"
हॉट नूडल सूप रेसिपी (Hot noodle soup   Recipe)  ,"1 कप नूडल्स,2 टेबल स्पून मिर्च का तेल,1  प्याज़, टुकड़ों में कटा हुआ,5-6  लहसुन की कली  , बारीक कटा हुआ,1  अदरक  ,1  हरी मिर्च,1 टेबल स्पून करी पाउडर,1 टेबल स्पून करी पेस्ट ,एक जार  वेजिटेबल स्टॉक ,4 टी स्पून नींबू का रस,1 कप नारियल दूध  ,1 टी स्पून सोया सॉस ,300 ग्राम चिकन स्ट्रिप्स,2  नींबू,  हरा धनिया,  नमक और काली मिर्च"
वैलेंटाइन लव मैरिनेट मैपल सिरप बेक्ड सैलमन रेसिपी (Valentine Love Maple Marinate Baked Salmon   Recipe)  ,"1/4 कप मैपल सिरप,2 टेबल स्पून सॉय सॉस,1 टेबल स्पून लहसुन की कली कुचली हुई,1/4 टी स्पून गार्लिक सॉल्ट,1/8 टी स्पून पीसी कालीमिर्च,450 ग्राम सैलमन फिलेट "
Yera Sukha Recipe ,"5 gms stone flower,5 gms star anise,5 gms dry red chilli,45 gms onion,45 gms tomato,10 gms curry leaves,5 gms ginger-garlic paste,5 gms turmeric powder,3 gms red chilli powder,3 gms coriander powder,3 gms garam masala powder,4-5 gms salt,15 ml oil,45 nos jumbo prawn,30 gms capsicum (red and yellow)"
Mysore Masala Dosa Recipe ,"1 Cup Rice (par-boiled),1/4 cup Black gram (urad dal),3 tbsp Toor dal,3 tbsp Semolina,1 tsp Methi seeds (fenugreek seeds), to taste Salt,For the dosa masala:,250 gram Potatoes,1 cup Onions, sliced,1 tsp Garlic, chopped,1 tsp Ginger, chopped,2 tbsp Coriander leaves, chopped, to taste Green chillies, to taste Salt,  Oil,1 tsp Mustard seeds,1 sprig  Curry leaves,For red chutney:,5-6 cloves  Garlic, A pinch of Ginger,2  Red chillies,1/2  Onion, chopped,2 tbsp Chana dal, fried, to taste Salt"
Chicken Popcorn Recipe ,"250 gms chicken (boneless),2 tbsp corn flour or all purpose flour,1  egg,1 cup bread crumbs,1/4 tsp salt,3/4 tbsp ginger garlic paste,1/4 tsp black pepper,1/2 tsp onion powder (optional),3/4 tsp red chilli powder or paprika or cayenne pepper,  oil for deep frying"
Malabar Fish Curry Recipe ,"40 Gram Whole coriander seeds,60 Gram Whole red chilli,10 Ml Coconut oil,1 Gram Mustard seeds,10 Gram Onion, chopped,3-4 Nos Curry leaf,20 Ml Coconut milk,5 Ml Tamarind pulp,5 Gram Coriander, chopped,120 Gram Seabass fish curry cuts"
एलआईटी ठंडाई रेसिपी (LIIT Thandai   Recipe)  ,"30 ml (मिली.) वोडका,30 ml (मिली.) वाइट रम,30 ml (मिली.) जिन,30 ml (मिली.) ठंडाई सिरप,60 ml (मिली.) दूध,10 ग्राम पिस्ता फलेक्स,100 ग्राम बर्फ,  पिल्सनर गिलास,गार्निशिंग के लिए   पिस्ता फलेक्स"
Seb Aur Badaam Ka Shorba Recipe ,"150  almond, peeled,20  ginger,5  white pepper powder ,10  honey,2  jeera,for topping  cream,10  refined oil,5  shahijeera,5  saunf,2  cinnamon, to taste salt,200  veg stock "
Fried Sangat (Fried Catfish) Recipe ,"  1/3 cup stone-ground yellow cornmeal,  1 tsp chilli powder,  1 tsp ground cumin,  1/2 tsp ground coriander,  1/2 tsp salt (optional),  1/4 tsp freshly ground pepper,  4 catfish fillets-5 ounces (150 g) each,  olive oil cooking spray,  2 tsp olive oil"
"ब्रॉकली, बेबीकॉर्न एंड कलरफुल पास्ता सैलेड रेसिपी (Broccoli, Babycorn and Colourful Pasta Salad   Recipe)  ","1 कप ब्रोकली, छोटे टुकड़ों में काट लें,6-7  बेबीकॉर्न,बड़े टुकड़ों में काट लें,1 टेबल स्पून जैतून का तेल,1 टी स्पून कटा हुआ लहसुन, स्वादानुसार नमक और काली मिर्च,2 कप पेन, मल्टी-फ्लेवर (पालक, चुकंदर),¼  कप पार्मेसन शेविंग"
Red Wine Braised Mushroom Flatbread Recipe ,"3 Tbsp Olive oil,100 Gram Fresh buffalo mozzarella cheese,1/2 Cup Canned pelati tomatoes (cooked),1 1/2 inch  Pizza/flatbread base,200 Gram Mushrooms, sliced,1/2 Cup Red wine,1 Tbsp Parsley, chopped,2-3  Garlic cloves (halved), To taste Salt"
Char Minar Biryani Recipe ,"For rice:,2 cup long grain rice,2-3  bay leaf,2-3  cardamoms pods (bruised),2-3  cloves,1 tsp ghee,1/2 cup mint leaves,1  star anise,1-2 pcs cinnamon, small, pieces Water as required,  Salt as per taste,600 gms mutton,2  Onion,2  Tomato,250 gms ghee,2  Cloves,2  Cardamom,2  Cinnamon sticks,  Salt as per taste,4-5  Cloves,1-2 pcs cinnamon stick, small,3-4  Cardamoms,1 tsp shahi jeera,12-14  Peppercorns (roast and grind to powder),For meat marinade:,  Salt as per taste,2 tbsp red chilli powder,2 tbsp coriander powder,1/2 tsp turmeric powder,1/2 tsp garam masala,1 cup curd,1 tsp ginger paste,1 tsp garlic paste,2  green chilli (slit and deseeded),1/4 cup milk,5-6  Saffron strands (add to the milk),1/2 cup mint,2 tbsp lemon juice,  Salt as per taste,For layering:,  Browned onions,  Fried garlic,1 cup saffron (soaked in milk),  Coriander (chopped),1/2 cup ghee, for garnishing fresh tomatoes, sliced, for garnishing onions and garlic (caramelized)"
Barbecued Leg of Lamb Recipe ,"  1 leg of lamb,  4 inch long pieces of raw papaya,  1 Tbsp onion powder,  2 tsp mustard powder,  2 tsp sugar,  2 tsp pepper,  1 tsp ground ginger,  1/2 Tbsp slivers of garlic,  2 Tbsp oil,  For the sauce:,  2 Tbsp tomato ketchup,  2 Tbsp mushroom paste,  2 Tbsp tamarind sauce mixed with a dash of chilli sauce and vinegar,  2 Tbsp gherkins,  250 ml meat stock,  2 tsp cornflour"
Egg Paratha Recipe ,"2 Cups whole wheat flour, A pinch of salt,1 tbsp oil,2  Eggs,1/4 cup onions, chopped,1  green chilli, chopped,2 tbsp coriander leaves, chopped,1/2 tsp garam masala"
Kesari Gujiya Recipe ,"For the dough:,2 cups maida,1/4 cup semolina,5 tbsp ghee,1/4 cup milk,1 tsp saffron,For the stuffing:,2 tbsp ghee,1 1/4 cups sugar,1/2 cup mawa, grated,1/2 cup dessicated coconut,1/4 cup pistachio, chopped,1/4 cup almond, chopped,1 tsp cardamom powder"
मटन पैपर फ्राई रेसिपी (Mutton pepper fry   Recipe)  ,"3400 gms लैंब करी कट,100 ग्राम पैपर पाउडर,200 ml (मिली.) रिफाइंड तेल,25 ग्राम सौंफ पाउडर,30 ग्राम गरम मसाला,5 ग्राम तेजपत्ता,45 ग्राम कढ़ीपत्ता,700 ग्राम प्याज,350 ग्राम टमाटर,120 ग्राम घी,25 ग्राम नमक,50 ग्राम लाल मिर्च पाउडर,60 ग्राम हल्दी पाउडर,200 ग्राम अदरक-लहसुन का पेस्ट,100 ग्राम हरा धनिया"
Aloo Aur Do Pyaz Ka Shorba Recipe ,"6 Medium Potatoes,1 Large Turnip (shalgam),2 Tbsp Garlic, chopped,2 Tbsp Ginger,1/2 Cup Leeks, chopped,1 Cup Onion, chopped,1/2 Cup Green onion, chopped,2  Green chillies,1/2 Cup Cream,2 Tbsp Oil,1 tsp Cumin seeds,1 tsp Turmeric powder,15  Curry leaves,2  Bay leaves, To taste Salt,1 tsp Chaat powder,1 tsp Chilli powder,Few sprigs  Coriander leaves"
एग मसाला करी रेसिपी (Egg masala curry   Recipe)  ,"4  अंडे ,1 टी स्पून अदरक-लहसुन का पेस्ट,1 टी स्पून लाल मिर्च पाउडर,1/2 टी स्पून हल्दी पाउडर,1/2 टी स्पून नमक,1 टी स्पून जीरा पाउडर,1 टी स्पून धनिया पाउडर ,करी के लिए:,1 टी स्पून जीरा,1  हरी मिर्च,1  प्याज, बारीक कटा हुआ,1 टी स्पून अदरक , टुकड़ों में कटा हुआ,1 टी स्पून लहसुन, टुकड़ों में कटा हुआ,1 टी स्पून हल्दी पाउडर,1 टी स्पून धनिया पाउडर,1 टी स्पून जीरा पाउडर,1 टी स्पून नमक,1/2 कप तरबूज,2  टमाटर,1/2 कप पानी,3 टेबल स्पून हरा धनिया,तड़के के लिए:,1/8 टी स्पून हींग,1/4 टी स्पून मेथी के दाने,1  कशमिरी मिर्च,8-10  कढ़ीपत्ता,1 टी स्पून क​शमिरी लाल मिर्च पाउडर"
Bhuni Raan Recipe ,"1 1/2 Kg Mutton leg,4 Tbsp Oil,2 tsp Salt,1/2 Cup Malt vinegar,5 cm  Ginger piece (ground into paste),8-10  Garlic cloves (ground into paste),1 tsp Cumin powder,2 tsp Coriander powder,1 tsp Garam masala,1 tsp Red chilli powder,1 Cup Yogurt"
Khao Suey Recipe ,"  500 gms of boneless chicken,  4 Tbsp chickpea flour or besan,  1 Tbsp vegetable oil,  4 Tbsp onion paste,  1 tsp garlic paste,  1/2 litre of chicken stock,  2 packets of coconut milk powder,  1 Tbsp red chilli powder,  1 Tbsp sesame oil,  Salt,  Noodles, cooked,  Red chillies,  Dark Soya sauce,  Toppings:,  Boiled potatoes, chopped,  Boiled eggs, chopped,  Sauted onions,  Roasted peanuts, chopped finely,  Lemon juice,  Dark soya sauce,  Spring onions,  Coriander, chopped,  Browned garlic, shredded,  Red chilli paste"
Snow Shower Recipe ,"120 Ml pineapple juice,  coconut cream,30 ml coconut flavoured rum,30 ml white rum"
Easy Coconut Rice Recipe ,"2 Tbsp oil,1/2 tbsp peanut,1 tsp mustard seeds,1 tsp cumin seeds,1/2 tbsp chana dal, soaked,1/2 tbsp urad dal, soaked,10 nos curry leaves,1 nos red whole chilli,1/2 nos green chilli ,12 nos cashewnut,1/2 tsp salt ,1 cup coconut, grated,2 cups basmati rice (cooked),2 tbsp coconut, grated"
Carrot Cake Recipe ,"100 gms carrot,68 gms flour,68 gms castor sugar,1  Egg,68 gms oil,2 gms baking soda,2 gms baking powder,2 gms salt,48 gms walnut,2 gms cinnamon"
Gluten-Free Christmas Cake Recipe ,"300 gms Christmas dry fruits (pre-soaked),1/2  orange zest,1/2  lemon zest,200 ml jaggery syrup,150  almond flour,100  apple, grated,175  butter (softened),4 medium eggs"
Moulding Icing Recipe ,"  2 cups icing sugar,  1 egg white,  1/4 Tbsp glycerine,  1 Tbsp lemon juice"
बेबी कॉर्न सूप रेसिपी (Baby corn soup   Recipe)  ,"1 कप (दो हिस्सों में लम्बाई में कटे हुए)  बेबी कॉर्न,4 कप पानी,1 टी स्पून अदरक, बारीक कटा हुआ,1 टी स्पून लहसुन, बारीक कटा हुआ,1 टी स्पून हरी मिर्च, बारीक कटा हुआ,1 टेबल स्पून हरा धनिया, बारीक कटा हुआ,2 टेबल स्पून पत्तागोभी, बारीक कटा हुआ,2 टेबल स्पून ​शिमला मिर्च, बारीक कटा हुआ,2 टेबल स्पून मशरूम , बारीक कटा हुआ,1 टी स्पून कालीमिर्च,1 टी स्पून सोया सॉस,(4 बड़े चम्मच 1 कप पानी में मिक्स)  कॉर्न फ्लोर,3 टेबल स्पून तेल, स्वादानुसार नमक "
BBQ Potato Salad Recipe ,"10-12  Baby potatoes (peeled), boiled,1  Spring onion (cut into chunks),3-4  Capers,2-3  Gerkins,1 tsp Parsley, chopped,1 Tbsp Mayonnaise, To taste Salt, To taste Pepper,2 tsp Cola barbeque sauce"
Peanut Gajak Recipe ,"1-2 pcs jaggery (gur), to taste peanuts,2 tsp ghee"
French Onion Soup with Cheese Souffle Recipe ,"  For the soup:,  3 Tbsp olive oil,  20 gm butter,  1/2 tsp castor sugar,  1/2 kg onions - sliced,  5 cups vegetable stock,  4-6 rounds of buttered toast,  For the souffle:,  20 gm butter,  1 1/2 Tbsp flour,  2/3 cups warm milk,  1/2 tsp French mustard,  Salt - to taste,  Pepper - to taste,  2 egg yolks,  4 Tbsp grated cheese,  3 egg whites,  1 tsp bread crumbs"
Almond and Raw Banana Galawat Recipe ,"80 gms almond slivers, peeled,150 gms raw banana (boiled),25 gms almond paste,20 ml cooking cream,15 ml refined oil,2 gms mace powder,2 gms cardamom powder ,20 gms ginger garlic paste,5 gms garam masala powder,3 gms red chilli powder, to taste salt,50 gms tempura batter"
मलाई मुर्ग विद मिंट चटनी और रॉ मैंगो भेल रेसिपी (Malai murgh with mint chutney & raw mango bhel   Recipe)  ,"150 gms चिकन ब्रेस्ट,25 ग्राम अदरक-लहसुन का पेस्ट,10 ग्राम मिर्च,10 ग्राम धनिया पाउडर,100 ml (मिली.) क्रीम,10 ग्राम पुदीना,5  नींबू,1 टेबल स्पून चाट मसाला,1 ग्राम चीनी,1  कच्चा आम,  घी, स्वादानुसार नमक,10 ml (मिली.) तेल,25 ग्राम भेल"
Tray Roast Leg Of Lamb Recipe ,"1  Leg of lamb ,2 tsp Coriander seeds,3  Garlic( Peeled and chopped),1 bunch  Coriander ,400 gram Chick peas (boiled and drain),1 tsp Salt,1 tsp Ground pepper,1 tsp Lemon juice,500 gram Hung curd,12  Baby turnip,2  Squash ,10  Cheery tomatoes,2  Red onion,1  Garlic bulb,2 tsp Ground cumin,4 tsp Olive oil"
